fid,DN,ZS_Coastlinecount,ZS_Coastlinesum,ZS_Coastlinemean
"1489","2",0.937890000081199,2088.57555560893,2226.8875405731
"1491","2",0.937890000079256,1431.88285949989,1526.70660672242
"1492","2",0.937890000079256,1358.00820714735,1447.93974456769
"1493","2",0.937890000081199,534.377279728161,569.765409250442
"1494","2",3,1115.52642822266,371.842142740885
"1496","2",0.937890000079256,175.021007153181,186.61144392028
"1498","2",0.937890000094806,2351.41179921985,2507.12961965919
"1500","2",3,7030.34814453125,2343.44938151042
"1501","2",0.937890000094806,2056.9079708024,2193.12282953703
"1502","2",3,6098.09765625,2032.69921875
"1503","2",0.93789000009675,1801.57381958032,1920.87965475107
"1504","2",1.8757800001935,2771.68203447895,1477.61573009257
"1505","2",0.93789000009675,45.9402537083779,48.9825605386973
"1506","2",16,6259.07604980469,391.192253112793
"1510","2",0.937890000094806,2325.76533040553,2479.78476172091
"1511","2",2,4215.08325195312,2107.54162597656
"1512","2",0.937890000094806,1846.04284089672,1968.29355330595
"1513","2",0.93789000009675,1666.85167895725,1777.23579394737
"1514","2",0.937890000094806,1216.33362689423,1296.88303188143
"1515","2",0.937890000094806,1143.06268637873,1218.75986124511
"1516","2",5,4095.49493408203,819.098986816406
"1517","2",0.937890000094806,2393.56970033575,2552.07934842443
"1520","2",0.93789000009675,1457.16618738757,1553.66427538118
"1521","2",3,3523.86193847656,1174.62064615885
"1522","2",10,10311.3571166992,1031.13571166992
"1523","2",0.937890000094806,341.778181832736,364.411798609845
"1524","2",2,390.751586914062,195.375793457031
"1526","2",6,518.81714630127,86.4695243835449
"1529","2",25,66910.5759277344,2676.42303710937
"1530","2",0.937890000081199,2351.33094963194,2507.04341599587
"1531","2",0.937890000079256,1475.32382738789,1573.02437094245
"1532","2",2,2669.56201171875,1334.78100585938
"1533","2",0.937890000079256,719.69235716632,767.352628885586
"1534","2",0.937890000081199,124.187989976624,132.412105860892
"1539","2",2,3498.07287597656,1749.03643798828
"1540","2",0.937890000094806,1040.7683925315,1109.69132033213
"1541","2",0.93789000009675,683.432299065859,728.691316673979
"1543","2",0.93789000009675,2291.19540010356,2442.92550284917
"1544","2",4,5701.93347167969,1425.48336791992
"1545","2",0.937890000094806,1106.9727016788,1180.2798852391
"1546","2",2,1530.47668457031,765.238342285156
"1548","2",0.93789000009675,311.207931699056,331.817091201477
"1549","2",0.93789000009675,211.395020566378,225.394257902921
"1550","2",0.937890000094806,106.309841518099,113.350010670071
"1555","2",0.937890000079256,2261.44578010149,2411.20577030397
"1557","2",0.937890000079256,311.232482924506,331.84326829181
"1558","2",1.87578000016045,145.925195001829,77.7944081871791
"1559","2",0.937890000081199,231.568888899482,246.904102698007
"1560","2",0.937890000081199,867.670731890997,925.130592943604
"1563","2",5,10585.9389648438,2117.18779296875
"1565","2",37,95475.1010742188,2580.40813714105
"1567","2",2,472.570388793945,236.285194396973
"1568","2",3,353.82299041748,117.940996805827
"1570","2",3,6978.50927734375,2326.16975911458
"1571","2",0.93789000009675,1606.53781965355,1712.92776283768
"1572","2",0.937890000094806,1451.36004280285,1547.47362980321
"1573","2",2,2838.14477539062,1419.07238769531
"1575","2",0.93789000009675,1271.15854504885,1355.33862704339
"1577","2",0.937890000094806,741.565127640602,790.673882401604
"1578","2",2,692.185302734375,346.092651367188
"1579","2",3,6744.60986328125,2248.20328776042
"1580","2",0.937890000094806,2019.78647708879,2153.54303477446
"1581","2",0.93789000009675,1759.07399672397,1875.56536112179
"1582","2",2,3318.31811523438,1659.15905761719
"1583","2",0.93789000009675,958.426849039945,1021.89686310876
"1584","2",0.93789000009675,634.405339715814,676.417639222479
"1585","2",2,1141.43981933594,570.719909667969
"1586","2",0.93789000009675,428.22223772892,456.58044939678
"1587","2",0.93789000009675,46.0456394635489,49.0949252671411
"1593","2",0.937890000081199,1702.42103818644,1815.16066707082
"1594","2",2,3219.65063476562,1609.82531738281
"1595","2",3,4372.39794921875,1457.46598307292
"1596","2",0.937890000081199,1312.37395517966,1399.28345015517
"1597","2",4,3195.26843261719,798.817108154297
"1598","2",3,1199.2385559082,399.746185302734
"1599","2",0.937890000081199,199.743755939395,212.971410210261
"1602","2",0.93789000009675,1620.74732250336,1728.07826326772
"1603","2",0.937890000094806,492.852688988098,525.49093064035
"1604","2",4,1242.60809326172,310.65202331543
"1605","2",0.937890000094806,201.871435407097,215.23999124278
"1607","2",2,146.87035369873,73.4351768493652
"1608","2",0.93789000009675,453.86148758651,483.917610316445
"1610","2",0.93789000009675,1408.61790685662,1501.90097635257
"1611","2",0.93789000009675,28.3104816045318,30.185289961095
"1612","2",2,595.359588623047,297.679794311523
"1616","2",213,479134.864501953,2249.45945775565
"1617","2",0.937890000094806,1353.2686332184,1442.88630125239
"1619","2",0.93789000009675,151.88474992688,161.943031604146
"1620","2",2.81367000027081,70.8156701945684,25.1684348867325
"1626","2",2,674.63818359375,337.319091796875
"1627","2",0.937890000079256,162.121998041889,172.858222209629
"1629","2",0.937890000081199,70.2109151956143,74.8605009004635
"1630","2",5,621.859565734863,124.371913146973
"1631","2",2,1871.66265869141,935.831329345703
"1632","2",0.937890000081199,1069.69407731575,1140.53255416215
"1634","2",3,70.0121917724609,23.337397257487
"1635","2",0.937890000094806,99.9105467676901,106.526934669941
"1640","2",0.93789000009675,2479.12791570792,2643.30349556151
"1641","2",5,1320.19047546387,264.038095092773
"1642","2",5,516.001403808594,103.200280761719
"1649","2",6,6776.09533691406,1129.34922281901
"1651","2",0.93789000009675,2537.67747471314,2705.73038890633
"1652","2",0.93789000009675,2611.5291710452,2784.47277481986
"1654","2",0.937890000079256,243.300168290796,259.412263986433
"1655","2",7,2689.02041625977,384.145773751395
"1657","2",0.937890000079255,1140.19857529725,1215.70607981842
"1659","2",7,16292.8723144531,2327.55318777902
"1660","2",5,12094.4890136719,2418.89780273438
"1661","2",0.937890000079256,2449.62688254536,2611.8488120551
"1662","2",0.937890000079255,2571.71140523394,2742.0181524663
"1663","2",3,8499.1943359375,2833.06477864583
"1664","2",2,697.206237792969,348.603118896484
"1665","2",0.937890000094806,85.3013159064311,90.9502349932385
"1668","2",0.937890000094806,2125.61449090805,2266.37930961326
"1671","2",0.93789000009675,2508.31247219205,2674.42074436586
"1672","2",2,203,101.5
"1673","2",2,146.87035369873,73.4351768493652
"1675","2",2,1955.71484375,977.857421875
"1676","2",2,2687.07775878906,1343.53887939453
"1678","2",4,9793.76586914062,2448.44146728516
"1679","2",0.93789000009675,2422.05304860064,2582.4489528098
"1682","2",3,6090,2030
"1683","2",0.93789000009675,423.121390618027,451.14180828709
"1684","2",0.937890000094806,177.717460032769,189.486464313304
"1685","2",3,1512.75387573242,504.251291910807
"1687","2",2,2140.83276367188,1070.41638183594
"1690","2",0.937890000094806,2219.84418902379,2366.8491921221
"1692","2",0.937890000094806,2601.45253328548,2773.72883069711
"1695","2",3,5655,1885
"1696","2",0.937890000081199,475.944115049739,507.462618226586
"1697","2",0.937890000081199,344.456293171255,367.267262836189
"1698","2",0.937890000081199,291.880163078009,311.209377488553
"1701","2",2,2083.48547363281,1041.74273681641
"1702","2",4,5556.8115234375,1389.20288085938
"1703","2",296,391397.051025391,1322.28733454524
"1706","2",2,6053.0068359375,3026.50341796875
"1707","2",4,12484.2893066406,3121.07232666016
"1708","2",2,4234.99291992188,2117.49645996094
"1709","2",2,3567.4716796875,1783.73583984375
"1710","2",0.937890000094806,182.069579908542,194.126795136037
"1711","2",0.937890000094806,535.502794350712,570.965458952095
"1712","2",0.937890000094806,601.25980273401,641.077101443913
"1714","2",2,2355.86022949219,1177.93011474609
"1715","2",0.937890000094806,1406.02203236059,1499.13319495726
"1716","2",2,5913.85668945312,2956.92834472656
"1717","2",0.937890000094806,1346.30929200484,1435.46609076624
"1718","2",0.937890000094806,246.466370357892,262.788141821512
"1720","2",9,11087.7727050781,1231.97474500868
"1721","2",0.937890000094806,1298.85426355724,1384.86844238231
"1724","2",62,45451.2647705078,733.084915653352
"1725","2",30,9376.08934020996,312.536311340332
"1726","2",3,4010.86450195312,1336.95483398438
"1727","2",2,0,0
"1730","2",26,73913.1801757812,2842.81462214543
"1731","2",0.937890000079255,1636.6721648776,1745.05769838606
"1733","2",3,728.01741027832,242.672470092773
"1734","2",0.937890000081199,76.218157734352,81.2655617692408
"1735","2",2,314.097595214844,157.048797607422
"1736","2",4,2432.76977539062,608.192443847656
"1737","2",0.937890000081199,1336.5586197516,1425.06969861698
"1738","2",0.937890000081199,3197.52127398233,3409.27110184083
"1739","2",2,6795.78247070312,3397.89123535156
"1740","2",0.93789000009675,1901.73343240292,2027.67214940637
"1741","2",0.93789000009675,1612.00821618789,1718.76042608579
"1742","2",0.937890000094806,1428.32688369908,1522.91514309215
"1744","2",4,2013.02368164062,503.255920410156
"1746","2",0.93789000009675,108.255739018663,115.424771569689
"1748","2",2,563.109924316406,281.554962158203
"1749","2",0.93789000009675,343.000074889132,365.714609233225
"1750","2",17,20438.7155761719,1202.27738683364
"1751","2",0.93789000009675,1235.269733872,1317.07314689843
"1755","2",0.93789000009675,1378.25914051555,1469.53175785366
"1756","2",0.93789000009675,213.663747359638,227.813226857731
"1757","2",0.93789000009675,161.089353931856,171.75719318389
"1758","2",1.87578000019156,601.429529014465,320.629033763579
"1760","2",0.93789000009675,1049.70367624479,1119.2183263885
"1763","2",0.93789000009675,1272.06135284851,1356.30122159026
"1765","2",0.937890000094806,2666.95019418052,2843.56395090142
"1768","2",0.93789000009675,3145.22231549682,3353.50874321335
"1769","2",3,10072.7836914062,3357.59456380208
"1771","2",3,4048.68090820312,1349.56030273438
"1772","2",2,58,29
"1773","2",3,1879.34265136719,626.447550455729
"1775","2",0.937890000081199,1046.45612674129,1115.75571405036
"1778","2",2,4811.00415039062,2405.50207519531
"1779","2",6,14926.3557128906,2487.72595214844
"1781","2",0.937890000081199,2941.13740836666,3135.90869730141
"1782","2",2,6656.43310546875,3328.21655273438
"1786","2",83,204199.543945312,2460.23546922063
"1787","2",0.93789000009675,1960.36859462654,2090.19031488161
"1789","2",2,3955.64245605469,1977.82122802734
"1790","2",0.93789000009675,2737.44678513656,2918.7290458947
"1791","2",2,6057.16967773438,3028.58483886719
"1793","2",5,16631.3913574219,3326.27827148438
"1794","2",2,6600.66918945312,3300.33459472656
"1797","2",0.93789000009675,1858.55837402657,1981.63790405575
"1800","2",3,782.278121948242,260.759373982747
"1802","2",0.937890000094806,1846.04374586669,1968.29451820585
"1807","2",0.93789000009675,1835.83458444656,1957.40927428289
"1808","2",7,11243.3299560547,1606.1899937221
"1809","2",16,1514.57640838623,94.6610255241394
"1810","2",3,116,38.6666666666667
"1811","2",0.937890000094806,75.9328172285291,80.9613251243253
"1812","2",0.93789000009675,606.840335082045,647.027194041354
"1813","2",0.93789000009675,1904.13249736626,2030.23008793125
"1814","2",2,5953.81958007812,2976.90979003906
"1815","2",0.93789000009675,3089.48694327586,3294.08240087553
"1816","2",0.937890000079256,2387.457326914,2545.5621946201
"1818","2",0.937890000081199,1397.78148425901,1490.34693209011
"1819","2",0.937890000081199,1961.85865553068,2091.77905229913
"1821","2",0.937890000081199,2499.83682027954,2665.38380840303
"1823","2",15,3900.51037597656,260.034025065104
"1827","2",2,1217.29339599609,608.646697998047
"1828","2",7,20261.4172363281,2894.4881766183
"1829","2",11,34279.3876953125,3116.30797230114
"1833","2",3,6972.21069335938,2324.07023111979
"1834","2",0.937890000094806,1817.63263182473,1938.00193161351
"1835","2",0.93789000009675,1635.33116422209,1743.6278924537
"1837","2",3,1543.1494140625,514.383138020833
"1838","2",1461,902889.00415802,617.993842681739
"1839","2",0.93789000009675,1473.08317240256,1570.63533276887
"1840","2",0.937890000094806,1797.76835993029,1916.82218570255
"1841","2",8,20696.9912109375,2587.12390136719
"1843","2",0.93789000009675,2671.70401154372,2848.63258086569
"1845","2",0.93789000009675,2833.68051431841,3021.33567265467
"1846","2",0.937890000094806,2263.72334769637,2413.63416548587
"1848","2",3,6126.85278320312,2042.28426106771
"1849","2",0.93789000009675,1848.02609579322,1970.40814552088
"1851","2",2,3441.35510253906,1720.67755126953
"1852","2",2,0,0
"1853","2",2,3103.64428710938,1551.82214355469
"1855","2",3,6130.80822753906,2043.60274251302
"1857","2",0.93789000009675,2483.46751588779,2647.93047759503
"1858","2",4,11623.4553222656,2905.86383056641
"1859","2",0.937890000081199,2789.19083566187,2973.89974881957
"1863","2",1.8757800001935,4340.96955738749,2314.2210477453
"1865","2",2,116,58
"1866","2",2,1772.81549072266,886.407745361328
"1867","2",2,1906.50421142578,953.252105712891
"1869","2",0.937890000094806,968.373170580602,1032.50186107402
"1870","2",11,15961.2795410156,1451.0254128196
"1871","2",2,3214.94140625,1607.470703125
"1872","2",86,151564.266235352,1762.37518878316
"1873","2",3,7848.55541992188,2616.18513997396
"1875","2",0.93789000009675,2224.58155690991,2371.90028327461
"1878","2",0.93789000009675,1786.48754025164,1904.79431497015
"1879","2",0.93789000009675,1656.69091092139,1766.40214817355
"1881","2",0.93789000009675,214.551331557902,228.75958964886
"1882","2",5,2447.98092651367,489.596185302734
"1883","2",3,3338.73168945312,1112.91056315104
"1886","2",0.937890000094806,2805.44317830778,2991.22837222296
"1887","2",9,22420.8356933594,2491.20396592882
"1890","2",0.93789000009675,2152.08585289611,2294.60368771829
"1892","2",2,639.315460205078,319.657730102539
"1893","2",3,1710.65863037109,570.219543457031
"1894","2",0.937890000094806,1242.54424455435,1324.82939836094
"1896","2",17,34625.7303466797,2036.80766745175
"1897","2",3,6466.91625976562,2155.63875325521
"1898","2",4,11803,2950.75
"1899","2",3,7064.96313476562,2354.98771158854
"1900","2",0.937890000081199,1211.10347967308,1291.30652802378
"1901","2",0.9378900000812,1262.365958847,1345.96376839257
"1902","2",4,6632.583984375,1658.14599609375
"1903","2",0.937890000081199,1852.10445802479,1974.75658964745
"1905","2",0.937890000081199,2736.00395173106,2917.19066361107
"1906","2",0.937890000081199,2740.72529805483,2922.22467220841
"1908","2",3,7303.87182617188,2434.62394205729
"1909","2",4,3797.63214111328,949.40803527832
"1910","2",0.937890000094806,1891.7095319951,2016.98443506581
"1912","2",2,5799.56494140625,2899.78247070312
"1914","2",261,585026.576171875,2241.48113475814
"1915","2",20,39196.0266113281,1959.80133056641
"1916","2",6,6812.08312988281,1135.3471883138
"1918","2",3,5253.2314453125,1751.0771484375
"1919","2",7,2782.28659057617,397.469512939453
"1921","2",2,2145.59777832031,1072.79888916016
"1922","2",2,3056.16162109375,1528.08081054688
"1923","2",7,12083.3286132812,1726.18980189732
"1925","2",31,91437,2949.58064516129
"1926","2",2,5023.3701171875,2511.68505859375
"1927","2",8,18541.3498535156,2317.66873168945
"1929","2",0.93789000009675,2090.5212478924,2228.96208262883
"1930","2",0.937890000094806,252.565503232754,269.291178290869
"1931","2",0.937890000094806,1225.91727844882,1307.10134272132
"1933","2",0.93789000009675,2003.38468632926,2136.05506628986
"1934","2",0.937890000094806,2345.93213315426,2501.28707302255
"1935","2",5,12673.9963378906,2534.79926757813
"1937","2",2,5895.9208984375,2947.96044921875
"1938","2",0.937890000094806,2676.00730627618,2853.2208531978
"1939","2",4,11353.0461425781,2838.26153564453
"1940","2",2,5730.123046875,2865.0615234375
"1941","2",0.937890000094806,2701.72659660384,2880.64335511706
"1946","2",9,232,25.7777777777778
"1948","2",2,1021.61239624023,510.806198120117
"1949","2",4,5533.94775390625,1383.48693847656
"1950","2",4,7502.35205078125,1875.58801269531
"1951","2",0.937890000081199,1839.64309994078,1961.47000157962
"1952","2",9,19240.9616699219,2137.88462999132
"1953","2",2,6016.99487304688,3008.49743652344
"1956","2",3,8785.1279296875,2928.3759765625
"1959","2",4,9915.35815429688,2478.83953857422
"1961","2",0.937890000094806,1630.9507656897,1738.95741027715
"1962","2",5,1400.79568481445,280.159136962891
"1963","2",4,8856.22387695312,2214.05596923828
"1964","2",3,8294.04711914062,2764.68237304688
"1965","2",0.93789000009675,2708.16804634504,2887.51137773691
"1967","2",0.93789000009675,2767.2136437436,2950.46715868401
"1969","2",12,34745.7487792969,2895.47906494141
"1971","2",0.93789000009675,2622.51801992801,2796.18933953606
"1974","2",15,41786.7116699219,2785.78077799479
"1977","2",5,13949,2789.8
"1982","2",0.93789000009675,388.032820241838,413.729563383563
"1983","2",0.93789000009675,591.224068313707,630.376769400163
"1984","2",0.93789000009675,1495.0667638891,1594.07474622277
"1986","2",2,5720.38403320312,2860.19201660156
"1987","2",2,5800.0732421875,2900.03662109375
"1990","2",4,11510.8051757812,2877.70129394531
"1994","2",0.93789000009675,2595.58983392925,2767.47788510539
"1995","2",7,19285,2755
"1996","2",6,16733.1496582031,2788.85827636719
"2001","2",0.937890000081199,2212.02629865401,2358.51357671209
"2002","2",0.937890000081199,2029.87226962091,2164.29673996436
"2003","2",0.937890000081199,1822.1960798432,1942.8675854156
"2006","2",0.937890000081199,1691.88356757906,1803.92537230654
"2007","2",0.937890000079255,220.577447537818,235.184773821214
"2008","2",8,227.024383544922,28.3780479431152
"2010","2",4,11755.4479980469,2938.86199951172
"2012","2",0.937890000081199,2749.46821344327,2931.54657071216
"2013","2",0.937890000079255,2707.54165287317,2886.84350259025
"2017","2",9,25107.7822265625,2789.75358072917
"2018","2",0.937890000081199,2633.49060278987,2807.88856109125
"2019","2",6,16414.154296875,2735.6923828125
"2022","2",0.937890000081199,2569.55422843397,2739.71812068741
"2026","2",0.937890000094806,1722.7467603911,1836.83242194389
"2029","2",0.93789000009675,1225.88196597542,1307.06369174312
"2030","2",3,4114.66149902344,1371.55383300781
"2031","2",1.87578000019156,3575.25017507206,1906.00719418426
"2032","2",6,14392.0695800781,2398.67826334635
"2033","2",1.87578000018961,4644.05037176022,2475.79693316422
"2034","2",2.81367000027276,7236.71819187044,2571.98541092911
"2035","2",0.937890000094806,2696.72779634657,2875.31351872178
"2036","2",0.93789000009675,2688.88959674805,2866.95624910242
"2037","2",0.93789000009675,2659.82368213103,2835.96549899951
"2041","2",0.937890000094806,2542.9645321392,2711.36757176444
"2044","2",0.93789000009675,2557.5145194189,2726.88110455925
"2051","2",0.937890000094806,1805.54485692002,1925.11366656805
"2053","2",2,3419.17858886719,1709.58929443359
"2054","2",2,522.894241333008,261.447120666504
"2055","2",0.93789000009675,46.9616890052171,50.0716384654626
"2057","2",0.93789000009675,1697.64980991816,1810.07347316107
"2058","2",0.93789000009675,1908.59319456042,2034.98618640089
"2059","2",0.93789000009675,2626.58459455458,2800.52521541292
"2060","2",0.93789000009675,2703.62671665683,2882.66930703807
"2062","2",0.93789000009675,2668.03558396849,2844.72121857922
"2063","2",0.93789000009675,2659.57412011963,2835.69941021364
"2065","2",0.93789000009675,2641.7618058831,2816.70750899422
"2068","2",2,5516.55737304688,2758.27868652344
"2073","2",0.93789000009675,2524.0912651014,2691.24445813584
"2074","2",2,5390.33544921875,2695.16772460938
"2081","2",0.93789000009675,1708.11840368624,1821.23532984682
"2082","2",2,2519.67175292969,1259.83587646484
"2083","2",0.93789000009675,137.226867242144,146.314458228564
"2084","2",0.93789000009675,234.534524538585,250.066131971117
"2085","2",0.93789000009675,1660.92542481792,1770.91708478242
"2086","2",0.93789000009675,2639.42140370367,2814.2121180857
"2087","2",0.937890000094806,2648.08626817289,2823.45079690072
"2088","2",0.937890000094806,2639.15873164437,2813.93205106952
"2089","2",0.937890000094806,2618.69300072171,2792.1110156383
"2090","2",0.93789000009675,2596.00285980863,2767.91826284621
"2091","2",3,8288.65209960938,2762.88403320312
"2093","2",2,5336,2668
"2102","2",21,56251.7973632812,2678.65701729911
"2103","2",21,57014,2714.95238095238
"2104","2",7,15470.7287597656,2210.10410853795
"2105","2",4,2293.55139160156,573.387847900391
"2106","2",8,6491.79748535156,811.474685668945
"2107","2",2,3974.76379394531,1987.38189697266
"2108","2",17,38252.2414550781,2250.13185029871
"2109","2",173,526418.365234375,3042.88072389812
"2112","2",2,5307,2653.5
"2114","2",0.937890000081199,1223.01261672126,1304.00432525709
"2115","2",2,2363.28833007812,1181.64416503906
"2116","2",0.937890000081199,217.74180520126,232.161346407797
"2118","2",0.937890000079256,178.873839638704,190.719422985199
"2119","2",0.937890000081199,309.911499219743,330.434804926923
"2121","2",0.937890000079255,1687.49508801402,1799.24627394622
"2122","2",4,11257.935546875,2814.48388671875
"2123","2",48,143196.204101562,2983.25425211589
"2125","2",0.937890000081199,2573.68331001102,2744.12064291996
"2127","2",2,5385.02807617188,2692.51403808594
"2128","2",0.937890000081199,2464.02657942605,2627.20210175257
"2133","2",2,5294.94409179688,2647.47204589844
"2139","2",0.937890000094806,1977.17473950108,2108.1094150713
"2140","2",3,5683.35949707031,1894.4531656901
"2142","2",2,2715.03430175781,1357.51715087891
"2143","2",0.937890000094806,246.561373422215,262.88943628495
"2144","2",8,1090.56098937988,136.320123672485
"2145","2",7,8842.62353515625,1263.23193359375
"2146","2",2,2920.41491699219,1460.20745849609
"2147","2",0.93789000009675,1587.54330935874,1692.6753768512
"2149","2",15,36431.466796875,2428.764453125
"2150","2",2,5536.310546875,2768.1552734375
"2151","2",4,11190.5151367188,2797.62878417969
"2155","2",1.8757800001935,5182.16964520095,2762.67453788097
"2156","2",0.93789000009675,2581.35373895069,2752.29903153291
"2158","2",0.937890000094806,2566.46869344494,2736.42825191175
"2160","2",0.937890000094806,2540.35709938588,2708.58746668489
"2163","2",0.93789000009675,2488.23559945659,2653.0143185234
"2164","2",13,33758.1103515625,2596.77771935096
"2165","2",5,12963,2592.6
"2166","2",2,5206.853515625,2603.4267578125
"2167","2",2,5278,2639
"2169","2",0.937890000094806,1026.05369058256,1094.00216494348
"2170","2",3,633.675415039062,211.225138346354
"2171","2",9,215.012191772461,23.8902435302734
"2177","2",2,5416.55981445312,2708.27990722656
"2178","2",0.93789000009675,2499.7268884335,2665.2665964832
"2183","2",2,5133,2566.5
"2186","2",10,26013,2601.3
"2187","2",7,18444,2634.85714285714
"2188","2",0.93789000009675,2438.60008768467,2600.09178841133
"2191","2",4,9164.40502929688,2291.10125732422
"2192","2",6,10253.6451416016,1708.94085693359
"2193","2",0.937890000079256,1315.48891115386,1402.60468822857
"2194","2",28,11488.8159790039,410.314856392997
"2196","2",3,3527.1875,1175.72916666667
"2197","2",2,2711.35046386719,1355.67523193359
"2198","2",17,26879.6267089844,1581.1545122932
"2199","2",0.937890000079256,1639.55388838413,1748.13025860771
"2200","2",8,15581.8736572266,1947.73420715332
"2201","2",0.937890000079256,2046.23920564727,2181.74754552704
"2202","2",0.937890000079256,2469.72355720211,2633.27635116422
"2203","2",3,7739.09594726562,2579.69864908854
"2207","2",2,5077.982421875,2538.9912109375
"2209","2",3,7598.998046875,2532.99934895833
"2212","2",0.93789000009675,2250.59686155768,2399.63840250511
"2215","2",0.93789000009675,2069.41720074535,2206.46045968277
"2216","2",0.93789000009675,1966.1365853142,2096.3402798957
"2217","2",0.93789000009675,985.420697348828,1050.67832821245
"2218","2",0.937890000094806,830.517023953512,885.516450617407
"2219","2",0.93789000009675,778.451617266415,830.003110371272
"2220","2",2,450.263305664062,225.131652832031
"2221","2",4,2329.41711425781,582.354278564453
"2225","2",0.93789000009675,1840.02679874003,1961.87911007711
"2226","2",0.937890000094806,1987.86226803197,2119.50470506246
"2228","2",2,5324.27392578125,2662.13696289062
"2229","2",0.93789000009675,2566.62763408081,2736.59771808639
"2230","2",12,32976.4741210938,2748.03951009115
"2231","2",9,24383.935546875,2709.326171875
"2232","2",3,7947.05493164062,2649.01831054688
"2236","2",0.937890000094806,2358.7759758922,2514.98147507038
"2237","2",1.87578000019156,4717.55195178928,2514.98147507038
"2238","2",0.93789000009675,2358.77597589709,2514.98147507038
"2240","2",4,10004.6479492188,2501.16198730469
"2241","2",0.937890000094806,2371.58503833213,2528.63879356044
"2244","2",0.937890000094806,2385.97478589495,2543.98147507038
"2249","2",0.93789000009675,1531.96639542685,1633.41798640439
"2250","2",2,3042.79467773438,1521.39733886719
"2251","2",0.937890000094806,1325.53623082267,1413.31737270755
"2252","2",0.93789000009675,1016.55235921824,1083.87162579128
"2253","2",7,5387.86187744141,769.694553920201
"2255","2",3,209.845970153809,69.9486567179362
"2257","2",0.937890000094806,152.298696688814,162.384391211569
"2258","2",2,697.206237792969,348.603118896484
"2259","2",10,10296.5761108398,1029.65761108398
"2261","2",0.93789000009675,1097.6440392161,1170.33344966134
"2262","2",2,2830.9375,1415.46875
"2263","2",2,3627.81713867188,1813.90856933594
"2264","2",3,6333.94848632812,2111.31616210938
"2265","2",2,4514.07470703125,2257.03735351562
"2271","2",0.93789000009675,2332.46332500447,2486.92631839967
"2274","2",0.937890000094806,2332.46332499964,2486.92631839967
"2275","2",0.937890000094806,2332.5173950485,2486.98396913574
"2277","2",4,10121,2530.25
"2279","2",0.93789000009675,2260.26580743602,2409.94765612477
"2281","2",0.93789000009675,1951.38758090013,2080.61455042578
"2282","2",0.93789000009675,1511.1859855624,1611.26143301081
"2283","2",2,2350.60595703125,1175.30297851562
"2284","2",2,4392.87036132812,2196.43518066406
"2286","2",0.937890000094806,2478.78859696119,2642.94170607494
"2287","2",2,5223.30249023438,2611.65124511719
"2288","2",2,5148.86938476562,2574.43469238281
"2292","2",0.937890000094806,2306.15067410708,2458.87116172895
"2297","2",0.937890000094806,2451.27369376756,2613.60468020746
"2299","2",0.937890000079256,1568.10550600654,1671.95034159019
"2300","2",0.937890000081199,870.791241912267,928.457752867476
"2302","2",3,406,135.333333333333
"2303","2",0.937890000081199,612.055291218556,652.58750084292
"2304","2",2,2390.22985839844,1195.11492919922
"2305","2",0.937890000081199,1729.25577080277,1843.77247934519
"2307","2",0.937890000081199,2491.54542839945,2656.54333470209
"2310","2",0.937890000081199,2361.68046262501,2518.07830600662
"2312","2",0.937890000081199,2342.90774816147,2498.06240386253
"2316","2",2,4930,2465
"2319","2",8,17312.0080566406,2164.00100708008
"2324","2",7,7507.17553710938,1072.45364815848
"2325","2",8,20748.9978027344,2593.6247253418
"2326","2",11,28527.6506347656,2593.42278497869
"2327","2",2,542.484924316406,271.242462158203
"2332","2",9,21808.8735351562,2423.20817057292
"2333","2",2,4848.5537109375,2424.27685546875
"2334","2",2,4901,2450.5
"2337","2",0.93789000009675,1263.74289884148,1347.43189362411
"2338","2",0.93789000009675,349.956020801492,373.13119957073
"2339","2",0.937890000094806,658.842672252283,702.47328811021
"2340","2",2,1703.76531982422,851.882659912109
"2341","2",0.93789000009675,860.287975785357,917.258927695798
"2342","2",0.93789000009675,1840.11189161148,1961.9698380638
"2343","2",0.93789000009675,2010.44359435669,2143.5814372147
"2344","2",19,43544.2524414062,2291.80276007401
"2347","2",2,5213.34204101562,2606.67102050781
"2349","2",0.937890000094806,2395.54877390552,2554.18948241624
"2352","2",4,9943.40576171875,2485.85144042969
"2355","2",5,12201.0593261719,2440.21186523438
"2357","2",0.937890000094806,2313.75469084104,2466.97874015839
"2361","2",2,4828.82592773438,2414.41296386719
"2362","2",0.93789000009675,2254.24154202879,2403.52444508018
"2363","2",36,86594,2405.38888888889
"2365","2",0.93789000009675,2264.22832958078,2414.17258884007
"2367","2",11,26796,2436
"2370","2",4,8963.85546875,2240.9638671875
"2371","2",3,6143.6025390625,2047.86751302083
"2372","2",0.937890000094806,1346.11728511313,1435.26136857953
"2373","2",2,2610.95922851562,1305.47961425781
"2374","2",0.93789000009675,317.42198780999,338.442661481886
"2375","2",4,1912.71813964844,478.179534912109
"2376","2",2,1432.98022460938,716.490112304688
"2378","2",3,3953.23937988281,1317.74645996094
"2379","2",0.937890000094806,1613.92784158462,1720.80717506475
"2380","2",3,6102.21215820312,2034.07071940104
"2381","2",15,36176.259765625,2411.75065104167
"2388","2",0.937890000079255,1428.58767025103,1523.19319976789
"2389","2",0.937890000079256,1069.10738339124,1139.90700753915
"2391","2",2,1907.18243408203,953.591217041016
