fid,DN,ZS_trackcount,ZS_tracksum,ZS_trackmean
"459","2",0.93789000009675,37.9888026732433,40.504539625462
"460","2",2,87.3038940429688,43.6519470214844
"461","2",2,163.370620727539,81.6853103637695
"466","2",0.937890000096749,171.040887068528,182.367747871161
"467","2",2,13.0327591896057,6.51637959480286
"468","2",0.937890000081199,9.56909879893693,10.2027943555305
"473","2",57,11143.6266326904,195.502221626148
"474","2",0.93789000009675,18.4554752338749,19.677654343229
"475","2",0.937890000094806,11.1006643240942,11.8357849246416
"476","2",0.93789000009675,67.7358067171355,72.2214830205548
"477","2",0.93789000009675,71.2876331368661,76.00852245947
"478","2",3,238.906585693359,79.6355285644531
"481","2",0.93789000009675,170.618041473062,181.916900122041
"483","2",0.93789000009675,77.3587039390793,82.4816384982239
"484","2",0.937890000094806,166.847561669626,177.896727391017
"485","2",0.937890000094806,169.526267828264,180.752825822993
"487","2",10,393.598876953125,39.3598876953125
"488","2",3,132.463928222656,44.1546427408854
"489","2",3,269.977058410645,89.9923528035482
"490","2",26,2478.13968658447,95.3130648686336
"491","2",30,3026.97347259521,100.899115753174
"492","2",2,2.41421353816986,1.20710676908493
"493","2",8,254.592422485352,31.8240528106689
"495","2",6,1102.34620666504,183.724367777507
"496","2",3,68.4135665893555,22.8045221964518
"498","2",0.937890000079255,16.2742709244516,17.3520038843323
"499","2",0.937890000079255,13.5971799982577,14.49762765048
"500","2",6,60.0856494903564,10.0142749150594
"503","2",0.937890000081199,70.9466354312676,75.6449428239189
"506","2",59,9265.64186096191,157.044777304439
"507","2",2,41.1947727203369,20.5973863601685
"508","2",2,31.2572612762451,15.6286306381226
"509","2",3,36.4988117218018,12.1662705739339
"510","2",0.93789000009675,0.930022833710294,0.991611845327657
"511","2",0.937890000094806,0.915199955780934,0.975807350209963
"512","2",3,112.861129760742,37.6203765869141
"519","2",2,362.278839111328,181.139419555664
"520","2",2,0,0
"521","2",2,57.4973831176758,28.7486915588379
"522","2",0.937890000094806,32.4779676746153,34.6287599519478
"524","2",0.93789000009675,121.042869820316,129.058706039972
"525","2",44,7474.26425170898,169.869642084295
"527","2",3,53.1660137176514,17.7220045725505
"528","2",0.93789000009675,29.6273401845524,31.5893550219068
"529","2",0.93789000009675,31.3990662124796,33.4784102711837
"531","2",0.93789000009675,33.1520507572322,35.3474829178393
"532","2",0.93789000009675,36.6539595857895,39.0812990670638
"533","2",5,375.953140258789,75.1906280517578
"534","2",0.937890000094806,79.1574430046618,84.3994956729043
"536","2",0.93789000009675,119.954893420532,127.898680450968
"538","2",7,1033.55426025391,147.650608607701
"540","2",0.93789000009675,167.835181671046,178.949750667704
"541","2",2,45.3645362854004,22.6822681427002
"542","2",0.937890000081199,6.35776492676193,6.77879594218032
"543","2",2,170.836311340332,85.418155670166
"544","2",2,354.391082763672,177.195541381836
"546","2",0.93789000009675,8.32945272099756,8.88105504924705
"547","2",0.93789000009675,15.9352715495791,16.9905549136202
"548","2",0.937890000094806,30.0494572113804,32.0394259543687
"549","2",0.93789000009675,33.563586286735,35.7862716131665
"550","2",0.93789000009675,75.2142505343641,80.195172703201
"551","2",0.93789000009675,83.2232205251344,88.7345216566435
"552","2",1.8757800001935,180.547837415439,96.2521390551204
"553","2",2,199.882637023926,99.9413185119629
"556","2",2,264.168579101562,132.084289550781
"557","2",39,5404.96504211426,138.588847233699
"558","2",1.87578000018961,306.299565516609,163.291838854048
"559","2",0.937890000094806,163.892513912509,174.745987158347
"560","2",0.93789000009675,169.256837701207,180.465553192535
"562","2",0.93789000009675,18.2607694756226,19.4700545626234
"564","2",1.87578000017795,64.7652359367355,34.5270958910914
"565","2",1.87578000019156,147.381755922722,78.5709176490162
"566","2",3,314.328689575195,104.776229858398
"568","2",0.937890000094806,161.04341858036,171.708215850559
"569","2",1.87578000017795,332.564204725204,177.293821606827
"570","2",0.937890000079255,27.2286780752243,29.0318460298365
"571","2",2,50.9615097045898,25.4807548522949
"573","2",0.937890000081199,16.6842569530453,17.7891404659404
"574","2",0.937890000079255,7.13463929514405,7.60711735335822
"575","2",0.937890000081199,18.1875961624223,19.3920354848092
"577","2",0.937890000081199,70.3958915213502,75.0577269352009
"578","2",0.937890000081199,72.172283896672,76.9517575519768
"579","2",0.937890000081199,81.9724046856516,87.4008728940011
"580","2",3,435.124496459961,145.041498819987
"581","2",2,300.787384033203,150.393692016602
"582","2",0.937890000081199,156.41699443778,166.775415479681
"583","2",0.937890000081199,159.084376496451,169.619439894527
"586","2",3,77.1665287017822,25.7221762339274
"587","2",9,963.942985534668,107.104776170519
"589","2",6,181.458166122437,30.2430276870728
"591","2",2,202.034507751465,101.017253875732
"593","2",4,460.551849365234,115.137962341309
"594","2",3,538.437133789062,179.479044596354
"595","2",2,47.6762866973877,23.8381433486938
"596","2",0.93789000009675,20.5529096846715,21.913987442612
"597","2",0.93789000009675,44.582532261592,47.5349265446832
"598","2",211,12845.8784980774,60.880940749182
"600","2",3,218.136039733887,72.7120132446289
"605","2",2,329.67414855957,164.837074279785
"606","2",0.937890000094806,27.7060986412434,29.5408828737301
"607","2",0.937890000094806,12.7468054350821,13.5909386322421
"608","2",4,66.9251251220703,16.7312812805176
"609","2",0.937890000094806,21.2294986678731,22.6353822577564
"610","2",0.937890000094806,31.0979354661803,33.157337708086
"611","2",2,71.7009010314941,35.8504505157471
"612","2",0.93789000009675,65.5874920824505,69.9309002928752
"613","2",0.93789000009675,72.7214238749229,77.5372632903871
"614","2",0.93789000009675,82.4873833258805,87.9499550239062
"617","2",0.93789000009675,119.716924865091,127.644952875861
"618","2",2.8136700002747,373.020612402364,132.574400113
"619","2",0.937890000094806,152.500615097954,162.599681287292
"620","2",0.937890000081199,29.688248817157,31.6542972145845
"621","2",2,13.1538305282593,6.57691526412964
"622","2",0.937890000081199,21.9602421825488,23.4145178865832
"623","2",4,337.158721923828,84.289680480957
"624","2",2,177.296195983887,88.6480979919434
"625","2",0.937890000081199,97.2921817791847,103.735173390015
"626","2",2,221.415985107422,110.707992553711
"628","2",0.937890000079255,130.090862105179,138.705884585811
"629","2",0.937890000081199,131.861364780247,140.593635467731
"630","2",3,429.416534423828,143.138844807943
"631","2",0.937890000081199,144.315597132953,153.872625916108
"632","2",0.937890000081199,151.425773694478,161.453660537343
"633","2",2,356.102584838867,178.051292419434
"634","2",0.937890000094806,25.4652313068847,27.1516183180443
"635","2",0.93789000009675,16.5391783994832,17.6344543579493
"636","2",0.93789000009675,11.1704279550391,11.9101685207079
"637","2",0.93789000009675,22.7249629337853,24.2298808297786
"638","2",11,874.17310333252,79.4702821211381
"639","2",0.93789000009675,94.4414070839018,100.695611504718
"640","2",0.937890000094806,97.9964050094337,104.486032476653
"642","2",0.93789000009675,126.35080512875,134.718149373291
"643","2",0.937890000094806,145.02736496238,154.631529228076
"645","2",3,481.690414428711,160.563471476237
"646","2",0.93789000009675,153.865555098471,164.055011869834
"648","2",0.937890000094806,164.467042736858,175.358563072677
"649","2",0.93789000009675,29.1954955735997,31.1289123144378
"650","2",0.937890000094806,0.960580044408677,1.02419264979004
"651","2",0.93789000009675,0.85408553438028,0.91064574128328
"652","2",0.93789000009675,4.74409357936093,5.05826224703489
"653","2",34,354.029251098633,10.4126250323127
"655","2",6,176.007343292236,29.3345572153727
"656","2",0.93789000009675,29.6241975929754,31.5860043181178
"657","2",0.93789000009675,86.2664864809948,91.9793221722119
"658","2",0.937890000094806,92.4806613968811,98.6050191254121
"659","2",4,458.408309936523,114.602077484131
"660","2",0.93789000009675,145.719362677961,155.369353189531
"661","2",2,324.779846191406,162.389923095703
"663","2",2,13.1538305282593,6.57691526412964
"664","2",0.937890000094806,30.3101531787761,32.317386021508
"665","2",2,73.7636337280273,36.8818168640137
"666","2",2,192.782363891602,96.3911819458008
"668","2",2,205.732749938965,102.866374969482
"669","2",0.937890000094806,102.088820607642,108.84946059487
"670","2",0.93789000009675,105.602547624371,112.595877569307
"672","2",3,475.660003662109,158.553334554036
"673","2",8,1346.82551574707,168.353189468384
"674","2",0.937890000079255,25.9343535502048,27.6518072993776
"675","2",0.937890000081199,17.1153148948233,18.248744408557
"676","2",0.937890000079255,3.54552669180072,3.78032252343143
"678","2",1.87578000016045,22.3757217747554,11.9287559163875
"679","2",0.937890000081199,38.8710740183876,41.4452377304613
"680","2",3,258.293235778809,86.0977452596029
"681","2",0.937890000081199,91.2432576709085,97.2856706682117
"682","2",0.937890000081199,93.9170498040924,100.13652965269
"683","2",0.937890000081199,98.3480784302735,104.860994809369
"685","2",0.937890000079255,116.902657598687,124.644316059249
"686","2",0.93789000009675,2.63819390247085,2.81290332789422
"687","2",0.937890000096749,12.2130706141853,13.0218582274312
"688","2",0.93789000009675,28.9497839627423,30.8669289146445
"689","2",0.937890000094806,87.5095661464968,93.3047224489555
"690","2",0.93789000009675,95.4848179541462,101.808120295873
"691","2",0.93789000009675,100.760783327323,107.433476545148
"692","2",0.937890000094806,144.199171750382,153.748490479486
"693","2",0.93789000009675,152.164703879644,162.241524980485
"697","2",13,226.811828613281,17.4470637394832
"698","2",211,24480.2917861938,116.020340218928
"699","2",2,43.3255653381348,21.6627826690674
"700","2",0.93789000009675,18.4779496234465,19.7016170569473
"701","2",6,59.2904806137085,9.88174676895142
"702","2",2,49.7386341094971,24.8693170547485
"703","2",0.93789000009675,68.6200939331037,73.1643304929416
"704","2",0.937890000094806,141.342687036127,150.702840441672
"705","2",0.937890000094806,151.08549897451,161.090851762187
"706","2",2,72.7808227539062,36.3904113769531
"707","2",3,84.4836368560791,28.1612122853597
"708","2",0.937890000081199,6.48182159131659,6.91106802584037
"710","2",0.937890000081199,30.3288140011314,32.3372826221685
"711","2",0.937890000081199,39.274332666476,41.8752014234886
"712","2",0.937890000081199,46.3520674952895,49.4216459193258
"713","2",1.87578000016045,132.420870093747,70.5950964838197
"714","2",0.937890000081199,80.925153230334,86.2842691822366
"715","2",0.937890000081199,102.110470968383,108.872544711578
"716","2",0.937890000081199,147.346573699439,157.104323200677
"717","2",2,50.0103988647461,25.005199432373
"718","2",0.937890000094806,31.9700197212158,34.0871741014236
"719","2",0.937890000094806,39.9599822431982,42.6062568522522
"720","2",0.93789000009675,42.6119745241861,45.4338723302204
"721","2",0.93789000009675,48.7750376354669,52.0050726955565
"722","2",0.937890000094806,62.0277704012133,66.1354427437581
"723","2",0.93789000009675,67.3602174759498,71.8210210888282
"724","2",0.937890000094806,69.1415576759784,73.7203271908105
"725","2",5,442.65251159668,88.5305023193359
"726","2",0.937890000094806,84.2622538699502,89.8423630291746
"727","2",4,406.64575958252,101.66143989563
"728","2",9,941.915008544922,104.657223171658
"729","2",7,789.802398681641,112.828914097377
"730","2",0.937890000094806,118.843764315953,126.713968913135
"731","2",0.937890000094806,139.173677325995,148.390192146122
"732","2",0.937890000094806,146.271208656633,155.957744129745
"734","2",2,47.8113574981689,23.9056787490845
"735","2",17,240.639704704285,14.1552767473109
"737","2",0.93789000009675,18.3732103598222,19.5899416327361
"738","2",0.937890000094806,21.9411081404839,23.3941167282581
"739","2",0.93789000009675,26.4548604413485,28.206783779142
"740","2",0.93789000009675,40.6428742193094,43.3343720640126
"741","2",2,129.634254455566,64.8171272277832
"743","2",0.93789000009675,85.7964160196164,91.4781221793237
"744","2",14,1359.96773529053,97.140552520752
"746","2",0.937890000094806,100.839808072687,107.517734555752
"749","2",0.93789000009675,5.19523378565487,5.53927836432731
"750","2",0.937890000094806,6.79746188887741,7.24761100789037
"751","2",0.93789000009675,20.0086858355633,21.3337233934676
"752","2",0.93789000009675,23.6055163477705,25.1687472361742
"753","2",2,72.7808227539062,36.3904113769531
"754","2",2,88.3236885070801,44.16184425354
"755","2",2,99.9252624511719,49.9626312255859
"756","2",0.93789000009675,50.0890372673833,53.4060894798071
"757","2",0.937890000094806,61.6721905719808,65.7563153096277
"758","2",2,143.812232971191,71.9061164855957
"759","2",0.93789000009675,92.663424326336,98.7998851856584
"760","2",4,449.546432495117,112.386608123779
"761","2",4,613.459045410156,153.364761352539
"762","2",3,476.005020141602,158.668340047201
"763","2",2,50.49733543396,25.24866771698
"764","2",0.937890000081199,8.23387025317858,8.77914281255342
"766","2",2,39.2047233581543,19.6023616790771
"767","2",3,67.9810218811035,22.6603406270345
"768","2",0.937890000081199,25.2164792396668,26.8863931137806
"769","2",2,119.050552368164,59.525276184082
"770","2",0.937890000081199,59.7253721051096,63.6805724551268
"771","2",0.937890000081199,69.5048303331653,74.1076568970219
"772","2",2,193.963806152344,96.9819030761719
"774","2",2,291.626403808594,145.813201904297
