fid,DN,ZS_count,ZS_sum,ZS_mean,ZS_track_count,ZS_track_sum,ZS_track_mean
"1677","2",1.01923475768349,153.796574275447,150.894161640439,1.01923475768349,7310.30555729953,7172.34719694443
"1687","2",2,77.0810661315918,38.5405330657959,1.01923475768349,0,0
"1692","2",15,625.891487121582,41.7260991414388,13,0,0
"1696","2",4,98.8793296813965,24.7198324203491,3,0,0
"1709","2",1.01923475768349,242.96676571716,238.381554284288,1.01923475768349,7214.52070306573,7078.36997186284
"1715","2",1.01923475768349,173.249905694229,169.980374382041,1.01923475768349,7288.43742008104,7150.89175004798
"1721","2",1.01923475768349,37.7108188920484,36.9991492222628,1.01923475768349,0,0
"1748","2",1.01923475768349,198.420918096665,194.676365381842,1.01923475768349,7263.70398916134,7126.6250825965
"1756","2",11,365.01778793335,33.1834352666681,11,0,0
"1757","2",1.01923475768349,31.1638669966226,30.5757498571297,1.01923475768349,0,0
"1764","2",23,4868.11904907227,211.657349959664,17,120931.745117188,7113.63206571691
"1774","2",1.01923475768552,28.9812435798622,28.4343163940689,1.01923475768552,0,0
"1805","2",1.01923475768349,170.954365304955,167.728154888967,1.01923475768349,7282.62035882699,7145.18446700038
"1811","2",1.01923475768349,159.178106012965,156.174134381704,1.01923475768349,7292.10097727272,7154.48616945338
"1814","2",1.01923475768349,141.410487043298,138.741821721911,1.01923475768349,7309.63204316534,7171.68639320995
"1836","2",1.01923475768552,106.467815465499,104.458579991195,1.01923475768552,7355.86987921716,7217.0516397232
"1864","2",1.01923475768349,229.641991375178,225.308241937418,1.01923475768349,7209.32554996711,7073.2728604668
"1878","2",1.01923475768349,223.153032537247,218.941741198492,1.01923475768349,7210.72982335418,7074.65063273809
"1883","2",1.01923475768349,123.540684035916,121.209253417435,1.01923475768349,7314.8418289257,7176.79786112357
"1884","2",2,222.444793701172,111.222396850586,2,14376.7958984375,7188.39794921875
"1885","2",1.01923475768349,110.235153963529,108.154822166848,1.01923475768349,7330.98746774492,7192.63880325934
"1887","2",1.01923475768349,100.104806524661,98.2156522528512,1.01923475768349,7347.17418738892,7208.52005095226
"1891","2",1.01923475768349,106.24824116244,104.243149442745,1.01923475768349,7334.67698112174,7196.25868901088
"1892","2",1.01923475768349,104.795162529857,102.817492967012,1.01923475768349,7336.88265357874,7198.42273653808
"1910","2",1.01923475768349,215.788262026099,211.715956897448,1.01923475768349,7213.5890775143,7077.45592772884
"1921","2",1.01923475768349,106.742816505787,104.728391276993,1.01923475768349,7328.10670883236,7189.81240934877
"1922","2",1.01923475768349,99.7244826899448,97.8425057997411,1.01923475768349,7338.40303987073,7199.91443045897
"1924","2",1.01923475768349,213.948865322884,209.911272854494,1.01923475768349,7214.30556052058,7078.158889437
"1932","2",1.01923475768349,94.9468118492993,93.1549980350881,1.01923475768349,7344.318019517,7205.71778400601
"1943","2",1.01923475768349,209.376706455388,205.425398689559,1.01923475768349,7217.18955672754,7080.98845954851
"1957","2",1.01923475768349,207.128747904734,203.219863081882,1.01923475768349,7218.6331565673,7082.40481611296
"1969","2",1.01923475768349,92.9133475074854,91.1599087521878,1.01923475768349,7340.68975597501,7202.15799219687
"1971","2",1.01923475768349,205.333035180671,201.45803862434,1.01923475768349,7219.35293000341,7083.11100615474
"1979","2",1.01923475771591,218.536718553808,214.412545195715,1.01923475771591,7196.90227041636,7061.08402988972
"1989","2",1.01923475771591,89.40605709908,87.7188070974318,1.01923475771591,7342.20147955965,7203.64118666183
"1992","2",1.01923475771591,55.8851051862061,54.8304546750776,1.01923475771591,7402.13949699771,7262.44806798559
"1998","2",1.01923475768349,195.006364196638,191.326250136766,1.01923475768349,7233.86542076109,7097.34962061355
"2003","2",1.01923475768349,195.807048008737,192.111823633022,2,14186.6962890625,7093.34814453125
"2031","2",1.01923475768349,81.7326388914136,80.1901998291098,1.01923475768349,7344.51607555151,7205.91210237381
"2035","2",4,708.469223022461,177.117305755615,4,28425.7114257812,7106.42785644531
"2047","2",1.01923475768552,126.912283473035,124.517224825837,1.01923475768552,7288.62929509385,7151.08000402664
"2053","2",1.01923475768349,77.3241908546344,75.8649469827502,1.01923475768349,7349.72912146533,7211.02676891604
"2057","2",2,449.200805664062,224.600402832031,2,14064.1787109375,7032.08935546875
"2073","2",1.01923475768349,125.227989016313,122.864715976651,1.01923475768349,7285.00783127362,7147.52688363073
"2074","2",2,235.84236907959,117.921184539795,2,14301.7221679688,7150.86108398438
"2079","2",1.01923475768349,24.3731334922736,23.9131694720347,1.01923475768349,7419.60266954623,7279.58167989623
"2091","2",4,66.5616884231567,16.6404221057892,4,29134.3618164062,7283.59045410156
"2099","2",2,227.080635070801,113.5403175354,2,14306.0498046875,7153.02490234375
"2108","2",3,75.6705265045166,25.2235088348389,3,21822.59375,7274.19791666667
"2119","2",1.01923475768349,70.8006530717882,69.4645198645926,1.01923475768349,7343.24007496185,7204.66018216597
"2175","2",1.01923475768349,67.7411698241681,66.4627744624109,1.01923475768349,7338.15989665014,7199.67587577983
"2196","2",1.01923475768349,64.0552771677905,62.8464411019251,1.01923475768349,7341.16671780939,7202.62595292013
"2208","2",1.01923475768349,2.13342676553924,2.09316523936847,1.01923475768349,7426.00544271087,7285.86362143755
"2222","2",1.01923475768349,194.347007324923,190.679336492246,1.01923475768349,7187.33654807124,7051.69882982263
"2244","2",1.01923475768349,59.5782984322253,58.4539508519454,1.01923475768349,7339.78763045264,7201.27289137435
"2246","2",2,51.6676025390625,25.8338012695312,2,14513.7290039062,7256.86450195312
"2249","2",1.01923475768349,193.814994647751,190.157363832698,1.01923475768349,7182.24632135954,7046.70466466752
"2256","2",1.01923475768349,163.531669447684,160.445538395254,1.01923475768349,7231.72001763089,7095.24470502466
"2265","2",1.01923475768349,57.3377525591422,56.2556880315374,1.01923475768349,7339.09885632273,7200.59711562718
"2278","2",1.01923475768349,24.6285030075797,24.1637197141462,1.01923475768349,7394.86739521562,7255.31320382226
"2284","2",1.01923475768349,176.668129247132,173.334090027171,1.01923475768349,7201.1228495217,7065.22495944737
"2286","2",1.01923475768349,55.1123620242492,54.0722945413558,1.01923475768349,7338.41117963209,7199.92241660867
"2310","2",1.01923475768349,7.12776144876239,6.99324801772096,1.01923475768349,7408.42920943913,7268.61908268998
"2314","2",1.01923475768349,18.8197407034804,18.4645790006747,1.01923475768349,7395.02450365094,7255.46734734428
"2317","2",1.01923475768349,210.406105623319,206.435371279456,1.01923475768349,7150.33371613817,7015.39430659663
"2320","2",1.01923475768349,202.529948549102,198.707851181812,1.01923475768349,7159.01373754365,7023.91052068769
"2325","2",1.01923475768349,30.6931683389315,30.1139341133642,1.01923475768349,7380.88452740471,7241.59421739101
"2326","2",1.01923475768349,12.2422816116743,12.0112481637679,1.01923475768349,7400.28989890073,7260.63337529819
"2334","2",1.01923475768349,18.0552744271055,17.7145395513605,1.01923475768349,7392.86170449346,7253.34536402181
"2340","2",1.01923475768349,177.427909588367,174.079531973207,1.01923475768349,7187.30156705575,7051.6645089606
"2342","2",1.01923475768349,175.909789099698,172.590061095938,1.01923475768349,7189.48284860948,7053.8046258839
"2346","2",1.01923475768349,165.728536982393,162.600947164576,1.01923475768349,7205.49648606554,7069.51605775506
"2350","2",1.01923475768349,16.6012370768235,16.287942450623,1.01923475768349,7392.9002884323,7253.38321981368
"2356","2",1.01923475768349,40.6132728055591,39.8468287108503,1.01923475768349,7366.83897046315,7227.81372488359
"2358","2",1.01923475768349,13.694099024345,13.4356672210324,1.01923475768349,7394.43249054994,7254.88650657473
"2367","2",1.01923475768349,43.6340312923012,42.8105801566974,1.01923475768349,7362.40753237467,7223.46591584836
"2368","2",1.01923475768349,15.863871920512,15.5644926754335,1.01923475768349,7390.73749742362,7251.26124448622
"2369","2",1.01923475768349,14.4088542748257,14.1369337791953,1.01923475768349,7392.23110285544,7252.726662949
"2373","2",1.01923475768349,213.553582360864,209.523449579199,1.01923475768349,7139.44497578738,7004.71105598267
"2377","2",1.01923475768349,169.313184353467,166.117945916876,1.01923475768349,7193.12045091102,7057.37358021372
"2379","2",1.01923475768349,43.76808250546,42.9421015870138,1.01923475768349,7360.95269488221,7222.03853370554
"2394","2",1.01923475768349,15.8654057278424,15.5659975371142,1.01923475768349,7387.82525704684,7248.40396322219
"2399","2",1.01923475768349,174.04799286004,170.763400235305,1.01923475768349,7182.20739286703,7046.66647082433
"2403","2",1.01923475768349,26.0579856000359,25.5662254486495,1.01923475768349,7375.17468559972,7235.99213037234
"2409","2",1.01923475768349,55.0273841276792,53.9889203275847,1.01923475768349,7311.32923738524,7173.35155838127
"2429","2",1.01923475768552,50.8676968155155,49.9077336520842,1.01923475768552,7312.8599303252,7174.85336443123
"2436","2",2,43.4236488342285,21.7118244171143,2,14467.2548828125,7233.62744140625
"2446","2",1.01923475768349,115.56352239176,113.382634884246,1.01923475768349,7252.43153518556,7115.56535971048
"2447","2",1.01923475768349,39.2804808483269,38.5391888887337,1.01923475768349,7346.33934337913,7207.70096192149
"2453","2",1.01923475768349,204.058947862883,200.207995581574,1.01923475768349,7135.74852885992,7001.08436752881
"2455","2",1.01923475768349,194.846853107014,191.169749302761,1.01923475768349,7145.15964210415,7010.31787646607
"2460","2",26,2849.26905822754,109.58727147029,26,185140.599121094,7120.79227388822
"2461","2",5,193.06640625,38.61328125,5,36045.7944335938,7209.15888671875
"2463","2",1.01923475768349,25.3249366447052,24.8470104201151,1.01923475768349,7366.48382319389,7227.46527986974
"2468","2",1.01923475768349,115.651663867087,113.469112974462,1.01923475768349,7250.25665062871,7113.43151906145
"2469","2",1.01923475768349,113.771928177672,111.624851213132,1.01923475768349,7251.7266483749,7114.87377535726
"2472","2",1.01923475768349,35.7376828427225,35.0632497305594,1.01923475768349,7340.45536195367,7201.92802160415
"2473","2",1.01923475768349,22.4157285338795,21.9927041978295,1.01923475768349,7368.01296517368,7228.96556424315
"2480","2",1.01923475768349,20.9611588438627,20.5655848035472,1.01923475768349,7368.05064454175,7229.00253253508
"2486","2",15,528.44002532959,35.2293350219727,13,93749.658203125,7211.51216947115
"2494","2",1.01923475768349,15.9746953498738,15.6732246712043,1.01923475768349,7370.36656475525,7231.27474724915
"2502","2",1.01923475768349,162.809286166075,159.736787760365,1.01923475768349,7170.56706704505,7035.24581848273
"2508","2",15,395.597120285034,26.3731413523356,15,108304.124023438,7220.27493489583
"2510","2",15,1191.01689147949,79.4011260986328,12,85616.1083984375,7134.67569986979
"2525","2",1.01923475768349,12.2359215918452,12.0050081687313,1.01923475768349,7366.82151026051,7227.79659418577
"2535","2",9,709.747016906738,78.8607796563043,6,42785.2231445312,7130.87052408854
"2539","2",1.01923475768349,153.057672802712,150.169204541827,1.01923475768349,7174.21201493402,7038.82197977579
"2546","2",1.01923475768349,150.051041037259,147.21931322112,1.01923475768349,7176.40316137153,7040.9717754151
"2552","2",1.01923475768349,80.5697044984584,79.0492120594243,1.01923475768349,7265.19821016365,7128.09110501287
"2562","2",1.01923475768349,81.073776338811,79.5437711750281,1.01923475768349,7263.74328156,7126.66363347829
"2563","2",1.01923475768349,26.2646777664772,25.7690169693304,1.01923475768349,7346.858630792,7208.21044946492
"2564","2",2,38.9039630889893,19.4519815444946,2,14429.3056640625,7214.65283203125
"2565","2",1.01923475768349,144.632592028267,141.903119902412,1.01923475768349,7180.06037363738,7044.55996963462
"2580","2",1.01923475768349,153.358982019521,150.464827522242,1.01923475768349,7166.20488912093,7030.96596255039
"2584","2",1.01923475768349,19.3066850569558,18.9423338552895,1.01923475768349,7325.32289865927,7187.08113458395
